OKPOCode;name
16403272;НДI ВРIМ;
14311577;УКРНИИТМ ОАО;
00191885;"ВАТ ""ЗАПОРІЖВОГНЕТРИВ""";
31841235;"ТОВ ""Елiт Тревел ЛТД""";
03534535;ФIЗИКО-ХIМIЧНИЙ IНСТИТУТ НАН УКРАЄНИ;
13935258;"ТОВ ""Полiмер""";
05013183;"ООО фирма ""Земляне""";
14204048;УНТ ЦЕНТР СЕНСОР;
00307164;Днепрянка,трикот.ф-ма;
01387432;"ВАТ""Київметробуд""";
16484000;АНПІКК АТЗТ;
30437236;"ТОВ ""ЕКСТРІМ""";
24999801;ЛАТЕКС ООО;
30404038;"Спіл.укр-чеське підпр.у форміТОВ ""БУМ""";
25274336;"Філія N1 АКБ ""ТРАНСБАНК"" м.Київ";
14311353;ХОРОЛЬСЬКИЙ МЕХАН.ЗАВОД,ВАТ;
24010546;"КФ ЗАТ ""Мотордеталь-Правекс""";
14312192;"ВАТ ""Квадр"" -Борзна";
19361350;ТР.СЧЕТ ПО ПРИНЯТИЮ ПЛАТ.НАСЕЛ;
31465416;"ТОВ ""Комсомольський молокозавод""";
02070772;ПРИДНIПР.ДЕРЖ.АКАД.БУДIВНИЦ;
30953330;"ТзОВ ""Нідан+""";
25201828;УКРАЇНСЬКА МЕДИЧНА ГРУПА;
16478057;"ЗАТ ""ЕПСІЛОН""";
30510059;"ООО ""СЛОН""";
13504966;ГСКТИ ОАО;
02764871;Конотопське вiддiлення N246;
02002919;ЭКСПРЕССАГРО, АО ФИРМА;
13525425;МП ЮСТА;
00482329;ДП ДНЦЛЗ;
14317054;***;
24405871;"Коммунальные платежи отд.6 ""Столичное""";
14349442;АКБ Перкомбанк;
25480917;"ЗАТ ""ЗАЗ""";
13449167;"ТОВ ""БАРС""";
31915757;ПОТЕНЦИАЛ,ООО;
22193057;АУДИТ Ф-МА АЛЬФА-АУДИТ ЛТД;
21579458;ЕЛЬ-ИНФО,ООО;
19392052;"КHВП ""HАФТЕКС""";
13490613;"ТОВ ""МНПО ""БіОКОН""";
23876031;21 Одеське ТВБВ;
13592338;"ВАТ ""ПРОМЕТЕЙ""";
02010698;Медунiверситет iм.Горького;
19065841;"ЛФ АБ ""Брокбiзнесбанк""";
22071911;Закарпатська ТРК;
23944353;ТЕХСЕРВИС ООО;
14308304;Пiвденне ДКБ iм.М.К.Янгеля;
21198294;ТОВ 'Лікеро-горілчаний завод АРГО';
02070996;Укр держ лiсотехнiчний унiверситет;
32108133;"ТОВ ""ВИНОДЕЛ МОЛДОВИ КОМПАН?""";
13962568;ТЕПЛОВОЗОРЕМОНТНИЙ ЗАВОД,ВАТ;
13729903;"ОАО ""Кристал-М""";
04543111;"ЛЬВіВЕНЕРГОНАЛАДКА"" ВАТ ЛОЕ";
26209795;Одеська фiлiя 'Захiдiнкомбанка';
09315357;Хмельницьке ОПЕРВ Ощадбанку України;
00204033;"ВАТ ""ЧЕРКАСЬКЕ ХIМВОЛОКНО""";
14307446;ОАО З-Д ТОРГМАШ;
02012071;ЛНДI епiдемiологiє та гiгiгни;
31724616;"ТОВ ""СВІТ ПРОФ""";
30486079;АВТОКОМПОНЕНТ,ДП;
30559204;ПIВД.БIОТЕХН.ЦЕНТР В РОСЛИННИЦТВI;
32136773;"Футбольний клуб ""АРСЕНАЛ""";
00231584;"ВАТ ""Токмацький КШЗ""";
02070812;Приазов. державний технiчний унiверсит;
02789374;Жовтневе вiддiлення N 171 ОБ;
00224900;ЗАТ `ІНСТИТУТ` УКРОРГВЕРСТАТІНПР;
03563790;IН-Т БIОРГАН.ХIМIЄ ТА НАФТОХIЄ НАНУ;
09315478;"ФІЛІЯ""ВІД.ПІБ В М.СЛАВУТА ХМЕЛЬН.ОБЛ.""";
13580370;"КОРОСТЕНСЬКА ФІЛІЯ АППБ ""АВАЛЬ""";
22585490;УДК В РІВНЕНСЬКІЙ ОБЛАСТІ;
23564840;УДК У ХМЕЛЬНИЦЬКІЙ ОБЛАСТІ;
24655697;КОСТЯНТИНІВСЬКА ФІЛІЯ ПРИВАТБАНКУ;
22066011;"НОВ.-ВОЛИНСЬКИЙ Ф-Л АППБ ""АВАЛЬ""";
22060563;"Ф-Я КБ ""ПРИВАТБАНК"" М. ЖИТОМИР";
22824670;УДК У ЧЕРНІГІВСКІЙ ОБЛАСТІ;
24645405;"СЛОВ'ЯНСЬКА Ф-Я АБ ""ЕНЕРГОБАНК""";
09336380;"Ф-Я""ВІД.ПІБ В М.КАЛУШ ІВАНО-ФРАНК.ОБЛ""";
20847075;"Ф-Я ВАБ ""ВАБАНК"" М.ЛЬВІВ";
14360080;"ЗАТ""УКРАЇНСЬКИЙ КРЕДИТНИЙ БАНК"" М.КИЇB";
02760459;м.Мелiтополь вiддiлення N 8024 ОБ;
13961333;"ПП""АПП"" Патент-сервiс""";
30458151;ОЗПК-ДНЕПР;
30108964;"ПП ""Заповiт""";
30594469;ТОВ ЕКСТРЕМА УКРАЇНА;
00307081;ЗАТ Славутська суконна фабрика.;
31297334;"ТОВ ""ЛIКФАРМА ""АДОНIС""";
00374628;ЛИПНИЦКИЙ СПИРТЗАВОД;
01296051;IНСТ.ОЛIЙНИХ КУЛЬТ. АКАД.АГРАР.НАУК;
31298008;"ЧHПП ""ПромБыт-Экология""";
30338070;ЛЬВIВАГРОПРОДУК;
14168559;"ТОВ ""ТРИТОН ЛТД""";
01558135;Дн.Хладокомбинат, ОАО;
25397984;ПП КИЇВПАТЕHТБЮРО;
31497008;РЫБПЕРЕРАБОТКА ООО;
19378942;ДОНЕЦКИЙ ИНСТИТУТ ТУРИСТ. БИЗНЕСА;
21624130;"ЗАТ ""КИЇВСЬКИЙ ВІТАМІННИЙ ЗАВОД""";
00377457;"ЗАО ""Сармат""";
30852560;ОКЕАНМАШ НП ООО;
25117708;ДОН.НАУЧ.-КОНСТР.ЦЕНТР НИИ;
24281311;ПП `Аудит. фiрма `Глобал Аудит`;
00230013;"АО ""УКРАНАЛИТ""";
23569671;Спец.кошти;
30606201;"КГО  ""НСБ""";
32266527;"ТОВ "" ІНМАЙСТЕРС """;
20957680;БВ1 ФО;
30373419;Столичный КЗШВ ЗАО;
32038480;"ТзОВ ""Добриня ЕКО""";
21608547;Відділення N4 ОФ АТ УІБ;
02760815;Бiлоц.вiд.Ощадб 211 платежи внес.готiв;
20749622;СОЮЗ-ВИКТАН ЛТД  Фирма;
14063599;"АТ ""БМТ""";
00151236;IнтерАМI ЛТД;
01180116;ОНАЗаIМ.О.С.ПОПОВА;
22091380;"СП ""КОТНАР""";
00497199;IНСТИТУТ ТВАРИННИЦТВА;
05781213;"ВАТ ""Макіївський завод ""Факел""";
24422869;"Платежи принятые (ТВББВ ""Павлоградське";
09305014;Уншу платежу;
02570397;УКРНДІССІ;
14307357;"КАЗЕННЕ ПIДПР.""ЦКБ""АРСЕНАЛ""";
20280450;"КБ ""Земельний Капiтал""";
24144778;КРЕДИТ ЗАДОЛ ЗА ПРИНЯТЫМИ ПЛАТЕЖАМИ;
32424255;ДЦ УКРАЇНА;
00497236;ВIННИЦЬКИЙаДЕРЖ.аАГРАРН.аУНIВЕРСИТЕТ;
00216473;"ОП  ""НДIЕIМ""";
19121597;СП ТОВ МЕТАЛ ХОЛДІН;
22480992;ТОВ ІНТА;
25221038;НВП РIСТ,ТОВ;
13499981;"ООО ""ИHЭКО""";
31807860;ТОВ `Дежавю`;
20016121;"OOO ""Тетра Пак""";
05808787;ВАТ ЛАЗ;
01035495;"ВАТ ПТI ""УКРОРГВОДБУД""";
21507631;ФІТОТАУМ;
05515312;Луцький спирто-горiлчаний комбiнат;
20013200;"ЗАТ ""КОНЕКРЕЙНС УКРАЇНА""";
31119846;"ТОВ""АРГУМЕНТ ПМК""";
02763469;Мiське вiддiлення ОБУ 7860;
22142315;"ТОВ ""Торговий будинок ""Набережний""";
25620117;"ПП ""МАГР""";
31938863;"ПРИВАТНЕ ПIДПРИЕМСТВО ""ХПТФ""";
31632232;"ПП ""КУРАН""";
00185790;ДОНУГИ;
31712600;"ТОВ""ЧЕРКАСЬКИЙ ЛІКЕРО-ГОРІЛЧАНИЙ ЗАВОД";
23272758;"ТзОВ""ІНСТИТУТ ПРОБЛЕМ МЕД.РЕАБІЛІТАЦІЇ";
05417236;IН-Т ЕЛЕКТРОДИНАМIКИ НАН УКРАЄНИ;
23977714;"ООО ""Донэлитфарм ЛТД""";
00334793;УКРHИИСПИРТБИОПРОД;
02023034;ІЦЗТ НТК ІЕЗ ім.Є.О.ПАТОНА;
13647814;"ПП ""ТИМОЩУК""";
22761586;ТРАНЗИТНЫЙ Н.КАХОВСКОГО ВКО;
20262699;Проффи Таер Компани ЛТД,ООО;
00196204;"ВАТ ""УКРГРАФIТ""";
30219014;`IНТЕРМАШ`ТОВ;
31998440;АЛЬТ-ГРУПП,ТОВ;
05464951;Горл.автом.-дор.iнститут;
09323294;КОФ УСБ;
22895776;Інші платежі;
20392491;"ООО ""Степ""";
00373847;ЗАПОРIЖОЛIЯЖИРКОМБIНАТ  ЗАТ;
02071004;Украєн.академiя друкарства;
14005076;ДНДI МIНДIП;
24591543;"ЗАТ ""Ю.К. ""ЮРКОМСЕРВIС""";
13816163;"ТОВ ""Вітагал""";
24242721;Агроцентр, ЧПФ;
20846070;Iншi клiєнти;
22355904;"ТзОВ ""АГРО""";
24742261;"ТОВ ""Укравіазаказ""";
00388932;ВАТ Лебединський насiнневий завод;
24644481;ОЛИМП ООО;
23515267;"ТОВ ""ПЕРУН-1""";
13824642;"ТОВ ""Галброк-2""";
25596229;Iвано-Франкiвська фiлiя;
02066769;"НАЦ. АЕРОКОСМIЧНИЙ УНIВЕРСИТЕТ ""ХАI""";
20420715;"ТОВ Фipма ""Новофаpм -Бiосинтез""";
32285246;ОРДАНА, ТОВ;
30752511;"ТОВ фiрма ""Сiестел""";
00190390;"ОАО ""УКРHТЭК""";
32257182;ЕМАЛЬХIМОБЛАДНАННЯ, ТОВ НВП;
26255660;ФРУ;
14185664;ТОВ НВФ ОНТФ;
14309505;"ЗАО""ДОН.ИНСТИТУТ ХОЛОД.ТЕХН";
00308943;СЛАВУТИЧ КП ПРОИЗ.ТОРГ.Ф.;
00238629;"ОАО ""Агрегат""";
05402565;Зап.держ.iнженерна академiя;
00209119;ДНДІ ГАЛУPГІЇ;
25570106;ПП МЕХАНІК;
16391349;НДIСТаМВСаааааааааааааааааааааааааа;
23246436;Єдиний позабюджетний рахунок;
19351191;ПРЕВІН ЛТД;
03361715;"ДКПКГ ""Харківкомуночиствод""";
14342922;ТОВ ГРИЩЕHКО ТА ПАРТНЕРИ;
32351690;"ООО ""НТП ""ТОР""";
31781464;"ООО ""ОТЕЛЬ""";
05408289;Сумський державний унiверситет;
30441881;"ПФ ""Рiмейк""";
03191680;УКР.НДI ПРОТЕЗ.ПРОТЕЗОБУД.ТА ВIДН.ПРАЦ;
00190905;"ВАТ ""IНГЗК""";
20097421;Тиврiвське ТВБВ;
31132186;ТЕКНОМЕДА НПК ООО;
13407298;МС НВП `КЛЕН`;
32416548;"ТОВ ""ТОРГОВИЙ ДІМ ""НК АЛЬЯНС-ЮГ""";
00333581;"ВАТ ""Київський маргариновий завод""";
00496952;Iнс-ут землеробства i твар. зах. рег.;
05417288;IН-Т БIОХIМIЄ IМ. А.В.ПАЛЛАДIНА НАНУ;
21564391;"Акционерный банк ""СИНТЕЗ""";
13533123;ООО' ФИРМА УНИКОН';
04841386;ЛIВОБЕРЕЖНИЙ ОЩАДБАНК 8420;
00032106;ОПЕРАЦІЙНЕ УПРАВЛІННЯ НБУ, М.КИЇВ;
23966018;"ДРОГОБИЦЬКА Ф-Я АППБ ""АВАЛЬ""";
19369245;"Ф-Я ""КИЇВ-ГРАНТ"" АСУБ ""ГРАНТ""";
09304500;"Ф-Я ""ВІД.ПІБ В М.РОВЕНЬКИ ЛУГ.ОБЛ.""";
24899821;СЧЕТ БАНКА;
32223352;"ТОВ ""ПРОМТЕХНОЗБУД""";
14060483;"АТ ""Інвестор""";
24606115;СОДРУЖЕСТВО ООО;
24870042;"ЧП ""ЧЕРЕМШИНА-СЕРВИС""";
30435050;ОЛТЕКС,ТОВ;
32209694;"ДП""НОВОСЛОТ ДП""";
24929798;"ЧП ""АГРОХИМИНВЕСТ""";
24097487;"ТОВ ""Минерал""";
31283159;`КРУЄЗ`ПП;
31492586;"ООО ""БЕЗПЕКА""";
19390819;КОМУН.ПЛАТЕЖI ОВ2;
20006513;"ЗАТ ""ВIН""";
30185132;"ТОВ""ТРК""Гвропа Плюс Києв""";
30430728;ПРЕМЬЕР TV;
20777340;ШУВАР, ТОВ;
19358721;"ХАК ""ЗЕМБАHК""";
00204625;"ЗАТ ""Лакма""";
25508975;"ВТП ВНЗ ВМ УРоЛ ""Украiна""";
02426463;"ВАТ ""УКРНДIСВД""";
02761973;ДР.НАЛ.ПЛАТ.СРЕДСТВА ПРИН.СОГЛ.ДОГОВОР;
31413626;ТОВ АНКОМ ТЕХНОПАРТ;
30439453;"ДОЧЕРНЕЕ ПРЕДПРИЯТИЕ ""УКРЛАШИНГ""";
30372331;Лидер ООО;
21029539;"Одеська філія АКІБ ""УкрСиббанк""";
13960871;КОЛАН, ПОЛТ НАУК-ТЕХН ПIДПР, ТОВ;
13432617;"ТОВ ""НТП""Новi машини та технологiє""";
14314713;"ДНДП ""Конекс""";
02827548;Терноп.міське відділ.N 6350 Ощадбанку;
05438089;"ОАО ""ДОНУГЛЕВОДОКАНАЛ""";
20355550;МЗТМ ОАО;
30722314;"ДП ""Київський радіозавод""";
08571096;***;
01732426;СП Дpогобицький плодоконсеpвний заво;
20444845;ПЛАТЕЖI ВIД НАСЕЛЕННЯ;
00495929;"IНЖ.-ТЕХНОЛ.I-Та""БIОТЕХНIКА""";
22016013;ЭФФЕКТ ООО;
14308351;"РКХЗ ""Заря""";
02070737;ДНIПРОДЗЕРЖ.ДЕРЖ.ТЕХН.УН-Т;
00497124;IН-Т ОВОЧIВ-ВА I БАШТАН-ВА;
13427220;ЛИДЕР,ПК,ООО;
32222537;А-Трафік ТОВ;
31297266;"ООО ""НПО ИНКОР И К""";
14308836;"ВАТ ""УКРHДІПРОДМАШ""";
05786152;ОДЕССЕЛЬМАШ,ОАО;
31824377;СГ  ПП  ЗЛАТА;
25884477;"КФ КБ ""ЗАХIДIНКОМБАНК""";
30688295;АРТЕКА, ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВ;
14060141;"АТ ""ЕНАС""";
20257936;СВК ЧНПФ;
02012177;I-Т МЕДРАДIОЛ.IМ.ГРИГ.АМНУ;
02747513;Мiське воб 8351;
22317861;"ООО ""СОЛНЕЧНЫЙ ДСК-1""";
13419396;Вектор Д,ООО;
03534506;Фiз-мех iнст iм. Карпенка НАНУ;
00222226;ВАТ `Запорiзький абразивний к-т`;
24140504;"ТОВ РПА""БРІСК""";
01126996;УКРНДIМФ;
05496626;"ДХК ""РОВЕНЬКИАНТРАЦИТ""";
25225148;"СП ""ЛКГ""";
21680915;ЗАТ ІНДАР;
26189176;"Філія ""Струм-Київ""";
01432799;ЗУГРЕ;
23989657;КРЕДИТНА СПIЛКА `УКРАIНА`;
19305920;Агродар;
00201081;ПРОЕКТНА ЧАСТИН ТИТАНПРОЕКТ;
05827201;"СП ""Интерсплав""";
31213689;ЧП АКВА-КРЫМ;
23988497;ОФ АКБ МТБ;
22820471;"НІЖИНСЬКА Ф-Я АППБ ""АВАЛЬ""";
30525505;"ТОВ""БОСНА Ел Джі""";
31668714;"ТОВ ""АГРОСВIТ""";
33057022;`Автоiнвестбуд`ТОВ;
32380847;"ТОВ ""Трансальянс""";
33131163;"Ф. ООО "" КОНСОЛЬ ЛТД "" ""КОНСОЛЬ-БЕТОН""";
25736989;Рiвн.держ.гуманiтарний унiверситет;
23851901;РАДIО-ТРI,ТОВ;
32423769;"ТОВ ""7-днів""";
04012425;"ВАТ ""АСФАЛЬТОБЕТОННИЙ ЗАВОД""";
33898660;"ТОВ ""ДЕСНА ТРЕЙД""";
14072061;"НВП""ЕЛЕКТРОМОНТАЖ""";
21269522;"ТОВ ""Маркон""";
31683528;"ТОВ ""ТРАНСБУНКЕР-ІЛЛІЧІВСЬК""";
33791532;САМТРЕЙД, ТОВ;
33881589;"ТОВ ""АГРЕСТ""";
32671052;"ТОВ ""ТОР Центр""";
31746755;"ТОВ ""БОРИСОВЕ ПОЛЕ""";
32565419;"ЗАТ ""ЛКМЗ""";
33560048;"ООО ""СОЗВЕЗДИЕ МЕБЕЛЬ""";
22127511;ТОВ `Автосоюз`;
22090300;"Приватне підпиємство ""Інтел-Союз""";
25015310;"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ПРИДНІПРОВСЬКИЙ ЗАВОД КОЛЬОРОВИХ МЕТАЛІВ""";
22170978;"ДП ТВФ ""Стиль"" ТЗОВ фірми ГОБА";
13917415;"ОДЕСЬКИЙ НДI ЗВ""ЯЗКУ";
30026143;"ЗАТ ""Страхова компанія ""Галактика""";
05400885;"ВАТ ""Вуглеприлад""";
33946876;`ПАЛАЦ ОРХІДЕЙ` ТОВ;
30745279;"ТОВ ""Акустіка""";
32733789;ПП `Ареопаг`;
33154510;ТОВ `Компанія `Імперія`;
23218440;"МП ТОВ ""Лайтек""";
30310081;"ТОВ  ""ПКФ ""Любава""";
20262788;"ТОВ ВКФ ""КРОМ""";
31985253;РІЧ-ТОВ;
33630621;"ТОВ""АГЕН.НЕР.""КВАДРАТНИЙ МЕТР";
32770087;"ТОВ ""ПРЕМ'ЄР ПЛЮС""";
30604219;"ТОВ ""Юрлекс""";
14348959;СIЛЬФ, ТОВ;
14310454;"ТОВ ""РОСТОК-ЕЛЕКОМ""";
26029745;Платеж_ за товари _ послуги;
24918033;"ТОВ ""Субос-Украiна""";
03337119;"ОКП ""ДОНЕЦЬКТЕПЛОКОМУНЕНЕРГО""";
24517481;"ДЕРЖ.ПІДПР-ВО ""РАДІО""УНІВЕРСИТЕТ""";
16394969;"ТОВ НВО ""ОРТ""";
25319748;ПП КОНТУР ПЛЮС;
33778904;"ТОВ""КАРПАТИ-3000""";
03347613;"ОАО ""Гостиничный комплекс ""Украина""";
19332986;"ТзОВ ""Миростан""";
24929930;УКРАЇНСЬКО-ПОЛЬСЬКЕ ТОВ ФАН ГЕЙМ;
31830490;СТЕМП, ТОВ;
30686638;"ТОВ ""Кабельний завод""";
33302733;`МЕДЖИК` ТОВ;
32998991;АРЕНА ТОВ;
19482823;"ООО  ""ТРЕЙД ЛАЙН ЛТД""";
21583804;"ООО ""Агентство ""Пан-Укрейн""";
33865661;"ТОВ ""Марлоу Навiгейшн Украiна""";
25550470;МЕБЕЛЬ-СЕРВIС ТЗОВ;
25478719;"ТОВ ""АГАТ-МК""";
05529001;"ВАТ ""Завод ""1лл1ч1вський""";
30169697;"КП ""МIСЬКА IНФОРМСЛУЖБА""";
23920364;ПП ЕКОМЕД;
30455297;СОЗВЕЗДИЕ,ПКФ ООО;
32670530;ТОВ ''Спецтранссервiс'';
22895859;ТОВ Невінпат-Україна;
20986291;"ПІДПРИЄМСТВО ""ЮНА-ІНТЕРСЕРВІС"" ТОВ";
33235400;"ТОВ ""Дюплекс""";
00413297;Інститут садівництва УААН;
30777913;ВОЛЯ-КАБЕЛЬ;
33832822;ТОВ `Украєнський спортивний союз;
33428046;"ТОВ ""Алеана""";
13353964;ВКФ СЕНС, ТЗОВ;
00236033;Лозов.з-дТрактородет, ЗАО;
33346756;"ТОВ ""ТД ""УКРНДІБТ""";
00149593;"ВАТ""Київс.з-д гумов.та латексних вироб";
05383632;Берд.ф-я Зап.торг.-пром.палати;
33475583;"АГРОФIРМА ""МАР ЯНIВКА"" ТОВ";
31922785;"ПП ""Шелла""";
24457069;"ООО СП ""СИРИНА""";
34048030;ГІАЛАЙН-УКРАЇНА ТОВ;
30668410;АЕРОКОПТЕР,ТОВ;
30603441;УКРАЇНСЬКІ КОМУНІКАЦІЇ;
31281764;"ЗАТ ""УНІТЕХ ІНЖИНІРИНГ""";
13479820;МЧПКП БЕТА;
32132831;"ТОВ "" ВИДАВНИЦТВО  "" СВЯТО """;
32973720;ГОСПЛАСТ;
32379370;"ТОВ ""АЛЬФА-ЮСIЕЛЬ""";
21590419;СИЛАТОВ;
00307230;АТЗТ `Украєна`;
21610122;"ТОВ""КДОА ""Безпека-ЛТД""";
31436482;"ООО ""Торговый дом ""Эвикем""";
13335736;"ПП -компанiя ""Владiмiр""";
33055968;"Фін-аналіт.гр.Про-Консалтинг""ТОВ";
00381427;"ВАТ ""ОРДЖОН.ХЛІБЗАВОД""";
30784077;ТОВ ` Дегре`;
08571376;ЧIПБ iм.Героєв Чорнобиля МНС Украєни;
31436254;"ПФ ""УРАРТУ""";
24747867;"ЗАТ ""Украiнський процесiнговий центр""";
13024151;львівська телерадіокомп;
24134120;"Товариство з обмеженою відповідальністю фірма ""Продукт""";
33782470;ТОВ ТПК УКРРОС;
31793763;IНТЕРТЕХНОЛОГIЯ  ТОВ IК;
33914928;"ТЗОВ ВТП ""ВСЕСМАК ПЛЮС""";
24167437;ШАХТАРСЬКА СТУДIЯ ТЕЛЕБАЧЕННЯ;
32816173;"ТОВ ""Трiо""";
01977731;"ВАТ ""Гедеон Ріхтер УА""";
32825680;"ТОВ ""ТД ПРИ ПІВЗАВОДІ НА ПОДОЛІ""";
26485822;Кред задолж по принят платеж БО 11;
33808430;"ТОВ ""ВАДЗААРІ""";
33521304;"ТОВ ""Г-Б""";
33551564;"ТОВ ""РЕКЛАМНА ТЕЛЕВIЗIЙНА ГРУПА""";
05414101;ІНСТИТУТ МОЛЕКУЛЯРНОЇ БІОЛОГІЇ І ГЕНЕТИКИ НАЦІОНАЛЬНОЇ АКАДЕМІЇ НАУК УКРАЇНИ;
32234957;"Товариство з обмеженою відповідальністю ""ЧАРОСВІТ""";
02070909;КИЇВС.НАЦ. УН-Т БУДIВН.I АРХIТЕКТ.;
13914189;"МП ""АКТІС"" У ВИГЛЯДІ ТОВ";
13853980;"ЗАВОД ""КРИСТАЛ"", ОАО";
32689830;"ТОВ ""ШЕРВУД  I  КО""";
30619933;ДНЕПРОМЕТ ВЭКП ООО;
33744849;"ТОВ ""Спортмастер""";
33506595;"ФАБ ""ПIВДЕННИЙ"" В М.СЕВАСТОПОЛI";
19359465;ТОВ СП ДЖЕНЕРАЛ МОТОРС УКРАЇНА;
31804146;"ПП ""ТОРГЦЕНТР""";
