MFO;SNAME;NAME;IKOD;ADRESS;TELEFON
315784;ФХмельницьке обласнеАТОщад;ФХМЕЛЬНИЦЬКЕ ОБЛАС УПРАТОЩАД М.ХМЕЛЬН.;09315357;м.Хмельницький вул. Кам`янецька, 46;783272
315858;"ХФАТ ""БРОКБІЗНЕСБАНК""";"ХМ.ФАТ ""БРОКБІЗНЕСБАНК"" М.ХМЕЛЬНИЦЬКИЙ";26093080;м.Хмельницький вул. Подільська, 65;78-34-24
315966;"Хмельниц.ОДАТ""Райф.Б.Аваль""";"ХОДАТ""РАЙФФАЙЗЕНБАНКАВАЛЬ""М.ХМЕЛЬН-ИЙ";22985158;м.Хмельницький вул. Грушевського, 54;765266
319036;"БФ ПАТ""Банк""Київська Русь""";"БОГУС Ф ПАТ""Б""КИЇВСЬКА РУСЬ""М.БОГУСЛАВ";26104518;м.Богуслав вул. Миколаївська, буд. 30;5-14-55
319092;"ПАТ ""Банк ""Київська Русь""";"ПАТ ""Банк ""Київська Русь"" м. Київ";24214088;м.Київ вул. Хорива, 11-А;
319111;"ПАТ ""РАДИКАЛ БАНК""";"ПАТ ""РАДИКАЛ БАНК""";36964568;с.Петропавлівська Борщагівка вул. Леніна, буд. 2в;406-58-62
320371;"ПАТ""БАНК ""УКРАЇН.КАПІТАЛ""";"ПАТ""БАНК ""УКРАЇН.КАПІТАЛ""";22868414;м.Київ просп. Перемоги, 67;4426275
320478;"АБ ""Укргазбанк""";"АБ ""Укргазбанк""";23697280;м.Київ вул. Єреванська, 1;
320519;"Друга Київ.Ф ВАТ""ВіЕйБіБанк";"ДРУГА КФ ВАТ ""ВІЕЙБІ БАНК"" М.КИЇВ";24927871;м.Київ вул. Харківське шосе, 49;206-06-00
320597;"Подільс.ф.АТ""КБ""Експобанк""";"ПОДІЛЬСЬКА Ф.АТ""КБ""ЕКСПОБАНК"",М.КИЇВ";22895760;м.Київ вул.Спаська,7/3;4256076
320627;"АТ ""СБЕРБАНК РОСІЇ""";"АТ ""СБЕРБАНК РОСІЇ""";25959784;м.Київ вул.Володимирська, 46;2474500
320649;"Ф""РОЗР.ЦЕНТР""ПАТ КБ ПРИВАТБ";"Ф""РОЗРАХ.ЦЕНТР""ПАТ КБ""ПРИВАТБАНК"",КИЇВ";14360570;м.Київ проспект Перемоги, 65, 49094, м.Дніпропетровськ,ву;561-24-02
320702;"""БАНК НАЦІОНАЛЬНИЙ КРЕДИТ""";"""БАНК НАЦІОНАЛЬНИЙ КРЕДИТ""";20057663;м.Київ вул. Тургенєвська,52/58;
320735;"ПАТ ""Інтеграл-банк""";"ПАТ ""Інтеграл-банк""";22932856;м.Київ просп. Перемоги, 52/2;4566356
320843;"ПАТ ""УКРГАЗПРОМБАНК""";"ПАТ ""УКРГАЗПРОМБАНК""";24262992;м.Київ Дніпровська набережна, 13;5536545
320854;"ПАТ ""Діамантбанк""";"ПАТ ""Діамантбанк""";23362711;м.Київ Контрактова площа, 10А;
320876;"КФ ПАТКБ""ПІВДЕНКОМБАНК""";"КИЇВСЬКА ФПАТКБ""ПІВДЕНКОМБАНК"", М.КИЇВ";21663673;м.Київ пл. Солом`янська, б.2;2079064,2079063
320906;"Київська філія ПАТ""ПФБ""";"КИЇВСЬКА ФІЛІЯ ПАТ""ПФБ""";0;м.Київ вул. Дмитрівська 18/24;484-43-44
320917;"ФАБ ""ПІВДЕННИЙ"" В М. Києві";"ФІЛІЯ АБ ""ПІВДЕННИЙ"" В М.КИЄВІ";21692893;м.Київ вул.Саксаганського,74;4951755
320940;"ПАТ ""БАНК КІПРУ""";"ПАТ ""БАНК КІПРУ""";19358784;м.Київ вулиця Урицького, будинок №45;
320951;"КФ  ПАТ ""Західінкомбанк""";"Київська філія  ПАТ ""Західінкомбанк""";36699108;м.Київ вул. Велика Васильківська, 57/3;287-00-41
320962;"КФ АКБ ""ІНДУСТРІАЛБАНК""";"Київська філія АКБ ""ІНДУСТРІАЛБАНК""";21665873;м.Київ вул. Кутузова, 18/7;206-98-29
320984;"АТ ""ПРОКРЕДИТ БАНК""";"АТ ""ПРОКРЕДИТ БАНК""";21677333;м.Київ проспект Перемоги, 107-А;
320995;"ПАТ ""БАНК ПЕРШИЙ""";"ПАТ ""БАНК ПЕРШИЙ""";20717958;м.Київ вул. Дегтярівська, 48;
321024;ГУ НБУ по м.Києву і області;ГОЛОВНЕ УПР. НБУ ПО М.КИЄВУ І КИЇВ.ОБЛ;09321020;м.Київ Контрактова пл.2-б;
321477;"ПАТ ""СТАРОКИЇВСЬКИЙ БАНК""";"ПАТ ""СТАРОКИЇВСЬКИЙ БАНК""";19024948;м.Київ вул. Микільсько-Ботанічна, 6/8;
321637;"Перша Київ.ФВАТ""ВіЕйБіБанк""";"ПЕРША КИЇВ.ФІЛ.ВАТ""ВІЕЙБІ БАНК"",М.КИЇВ";24075497;м.Київ вул. Павлівська, 4-8;230-06-64
321712;"АТ ""РОДОВІД БАНК""";"АТ ""РОДОВІД БАНК""";14349442;м.Київ вул. Північно-Сирецька,1-3;
321723;"ПАТ ""БТА Банк""";"ПАТ ""БТА Банк""";14359845;м.Київ вул. Жилянська, 75;4420364
321767;"ПАТ ""ВТБ БАНК""";"ПАТ ""ВТБ БАНК""";14359319;м.Київ б-р Т. Шевченка/вул. Пушкінська, б. 8/26;
321808;"Броварська ФПАТ""Укрінбанк""";"БРОВАРСЬКА ФПАТ""УКРІНБАНК"" М.БРОВАРИ";25657089;м.Бровари вул. Гагаріна, 26;513-98-53
321842;"КИЇВСЬКЕ ГРУ ""ПРИВАТБАНК""";"КИЇВСЬКЕ ГРУ ПАТ КБ""ПРИВАТБАНК"",М.КИЇВ";14359302;м.Київ вул. Ванди Василевської, буд. №12/16, 49094, м. Дн;569-47-87
321983;"ПАТКБ ""ПРАВЕКС-БАНК""";"ПАТКБ ""ПРАВЕКС-БАНК""";14360920;м.Київ вул. Кловський узвіз, 9/2;5739276
322001;"ПАТ ""УНІВЕРСАЛ БАНК""";"ПАТ ""УНІВЕРСАЛ БАНК""";21133352;м.Київ вул. Автозаводська, 54/19;
322294;"АТ ""КБ ""Експобанк""";"АТ ""КБ ""Експобанк""";09322299;м.Київ вул. Дмитрівська, 18/24;2162098
322302;"ПАТ ""АГРОКОМБАНК""";"ПАТ ""АГРОКОМБАНК""";21570492;м.Київ вул. Димитрова, 9а;
322313;"АТ ""Укрексімбанк""";"АТ ""Укрексімбанк""";00032112;м.Київ вул.Горького, 127;
322324;"ПАТ ""Грін Банк""";"ПАТ ""Грін Банк""";13550848;м.Київ вул. Стельмаха, 10-а;
322335;"ПАТ АКБ ""Аркада""";"ПАТ АКБ ""Аркада""";19361386;м.Київ вул. Ольгинська, 3;5739684 Киевгорстрой
322380;"""ДАМІАНА-БАНК""";"АКЦІОНЕРНИЙ БАНК ""ДАМІАНА-БАНК"" М.КИЄВ";14300450;м.Києв вул. Воровського, 6, кв.7;`Л`-29.12.1994
322432;"АТ ""НК БАНК""";"АТ ""НК БАНК""";20026740;м.Київ бульвар Івана Лепсе, 4;
322465;"ПАТ Банк ""Контракт""";"ПАТ Банк ""Контракт""";19361746;м.Київ вул. Воздвиженська, буд.58;
322498;"ПАТ ""АКБ ""КИЇВ""";"ПАТ ""АКБ ""КИЇВ""";14371869;м.Київ вул. Б.Хмельницького, 16-22;
322539;"ПАТ ""ЮНЕКС БАНК"" м. Київ";"ПАТ ""ЮНЕКС БАНК"" м. Київ";20023569;м.Київ вул. Почайнинська, 38;
322540;"АТ ""КІБ""";"АТ ""КІБ""";21580639;м.Київ вул. Воровського, будинок № 6;
322562;Ф-я ПАТ Полтава-банк м.Київ;"Філія ПАТ ""Полтава-банк"" у м.Києві";21596480;м.Київ вул. Тарасівська, 30;287-78-34
322625;"АБ ""УКООПСПІЛКА""";"АБ ""УКООПСПІЛКА""";21536532;м.Київ вул. Хрещатик, 7/11;
322669;ФГоловне управління АТОщад;ФГОЛОВНЕ УПРАВЛІННЯ ПО  АТОЩАД М.КИЇВ;09322277;м.Київ вул. Володимирська, 27;2472902
322799;"АТ ""Банк Велес""";"АТ ""Банк Велес""";21593719;м.Київ вулиця Героїв Севастополя,48;
322818;"""МЕТА-БАНК""  Київ";"АКЦІОНЕРНИЙ БАНК ""МЕТА-БАНК"", М.КИЇВ";21554560;"м.Київ вул. Луначарського, 2 ДП ""Будівельник""";"""Л""-10.09.1997"
322830;"АТ КБ ""ТК КРЕДИТ""";"АТ КБ ""ТК КРЕДИТ""";20050951;м.Київ вул. Дмитрівська, 18/24;
322904;"Київська РДАТ""Райф.Б.Аваль""";"КРД АТ""РАЙФФАЙЗЕН БАНК АВАЛЬ""М.КИЇВ";23494105;м.Київ вул.Пирогова, 7-7Б;5902320
322948;"ПАТ ""БАНК ФОРУМ""";"ПАТ ""БАНК ФОРУМ""";21574573;м.Київ бульв. Верховної Ради, будинок 7;
322959;"АБ ""ЕКСПРЕС-БАНК""";"АБ ""ЕКСПРЕС-БАНК""";20053145;м.Київ Повітрофлотський проспект, 25;
323378;Упр. НБУ в Кіровоград. обл.;УПРАВЛІННЯ НБУ В КІРОВОГРАДСЬКІЙ ОБЛ.;09323377;м.Кіровоград вул. К.Маркса, 33;
323389;Ф-я Укрексімбанк, Кіровогр;"Ф-Я АТ""УКРЕКСІМБАНК"",КІРОВОГРАД";20630973;м.Кіровоград вул. Жовтневої революції, 16, корп.1;35-85-50
323475;ФКіровоградське ОУ АТОщад;ФКІРОВОГРАДСЬКЕ ОУ АТОЩАД М.КІРОВОГРА;09323408;м.Кіровоград вул. Декабристів, 9;358431
323505;"Світловод. ФПАТ""Укрінбанк""";"СВІТЛОВ. ФПАТ""УКРІНБАНК""М.СВІТЛОВОДСЬК";23896890;м.Світловодськ вул. Леніна, 78;28490
323538;"Кіровогр.ОДАТ""Райф.Б.Аваль""";"КОДАТ""РАЙФ.БАНК АВАЛЬ""М.КІРОВОГРАД";13762450;м.Кіровоград вул. Декабристів, 2/14;358101
323583;"КІРОВ.РУ ПАТ КБ""ПРИВАТБАНК""";"КІРОВОГР. РУ ""ПРИВАТБАНК"",М.КІРОВОГРАД";24144778;м.Кіровоград вул. Преображенська, 26/70, 49094, м.Дніпропетровс;304-49-35
323613;"Ф ПрАТ ""УФГ"" у м.Кіровоград";"Філія ПрАТ ""УФГ"" у м.Кіровоград";23695192;м.Кіровоград вул. Зінченка, 2а;0
324021;"КримськаРД АТ""Райф.Б.Аваль""";"КРДАТ""РАЙФ.БАНКАВАЛЬ""М.СІМФЕРОПОЛЬ";20680287;м.Сімферополь вул. Набережна, 32;248700
324333;ГУ НБУ в  АРК;ГОЛОВНЕ УПРАВЛІННЯ НБУ В АРК;09324336;м.Сімферополь вул. Горького, 4;
324430;Ф Крим.Централ.від.ПАТ ПІБ;"ФІЛІЯ""КРИМСЬКЕ ЦЕНТРАЛЬНЕ ВІД.ПАТ ПІБ";09324431;м.Сімферополь вул. Севастопольська, 10;272526
324742;"ПАТ Банк ""Морський""";"ПАТ Банк ""Морський""";20748213;м.Севастополь вулиця Брестська, 18-А;
324786;Ф-я Укрексімбанк,АР Крим;"Ф-Я АТ ""УКРЕКСІМБАНК"", АР КРИМ";09805188;м.Сімферополь Вул. Набережна імені 60-річчя СРСР, 28;60-55-35
324805;ФКримське  республікАТОщад;ФКРИМСЬКЕ  РЕСПУБЛІ АТОЩАД М.СІМФЕРОП;09324508;м.Сімферополь вул. Київська, 55-а;551435
324935;"СЕВАС.Ф.ПАТ КБ""ПРИВАТБАНК""";"СЕВ.Ф.ПАТ КБ""ПРИВАТБАНК"",М.СЕВАСТОПОЛЬ";14360570;м.Севастополь просп. Генерала Острякова, 15, 49044, м. Дніпропет;46-21-12, 91-34-12
325213;"ПАТ ""ФОЛЬКСБАНК""";"ПАТ ""ФОЛЬКСБАНК""";19358632;м.Львів вул. Грабовського, 11;
325268;"ПАТ АКБ ""Львів""";"ПАТ АКБ ""Львів""";09801546;м.Львів вул.Сербська, 1;970594,721747
325321;"ЗАХІД.ГРУПАТКБ""ПРИВАТБАНК""";"ЗАХІДНЕ ГРУ ПАТ КБ""ПРИВАТБАНК"" М.ЛЬВІВ";14360570;м.Львів вул. Гуцульська,11А, вул. Гуцульська, 15,  49094,;245-90-15
325365;"Центр.філія ПАТ ""КРЕДОБАНК""";"Центральна філія ПАТ ""КРЕДОБАНК""";22360822;м.Львів вул.Наливайка, 6;297-20-41
325570;"ЛьвівськаОДАТ""Райф.Б.Аваль""";"ЛОДАТ""РАЙФФАЙЗЕН БАНК АВАЛЬ""М.ЛЬВІВ";20846070;м.Львів вул. Матейка, 8;Б/Н
325622;Упр. НБУ у Львівській обл.;УПРАВЛІННЯ НБУ У ЛЬВІВСЬКІЙ ОБЛАСТІ;09325620;м.Львів вул. Коперніка, 4;
325718;Ф-я.Укрексімбанк,Львів;"Ф-Я АТ""УКРЕКСІМБАНК"", ЛЬВІВ";09805171;м.Львів площа Міцкевича,4;244-55-55
325763;"Львівська Ф.ВАТ""ВіЕйБіБанк""";"ЛЬВІВСЬКА Ф ВАТ""ВІЕЙБІБАНК""М.ЛЬВІВ";20847075;м.Львів вул. Литвиненка, 3;297-14-76
325774;"Льв. ФАТ ""БРОКБІЗНЕСБАНК""";"ЛЬВІВСЬКА ФАТ ""БРОКБІЗНЕСБАНК"" М.ЛЬВІВ";20823382;м.Львів вул.Вітовського, 35а;260-04-22
325785;"Дрогобицька ФПАТ""Укрінбанк""";"ДРОГОБИЦЬКА ФПАТ""УКРІНБАНК"" М.ДРОГОБИЧ";19336808;м.Дрогобич вул. Лесі Українки, 26;3-70-22
325796;ФЛьвівське обласне уАТОщад;ФЛЬВІВСЬКЕ ОБЛАСНЕ УПР АТОЩАД М.ЛЬВІВ;09325703;м.Львів вул. Січових Стрільців, 9;2403903
325815;"ЛФ АБ ""УКООПСПІЛКА""";"ЛФ АБ ""УКООПСПІЛКА""";20810971;м.Львів просп. В.Чорновола, 43-а;52-01-65
325826;"Львівська фПАТ""Укрінбанк""";"ЛЬВІВСЬКА ФПАТ ""УКРІНБАНК"" М. ЛЬВІВ";20817074;м.Львів вул. Володимира Великого, 18;632088
325912;"ПАТ ""КРЕДОБАНК""";"ПАТ ""КРЕДОБАНК""";09807862;м.Львів вул. Сахарова, 78;972373
325923;"Ф""ЗРУ АТ""Б""Фін та Кред""";"Ф""ЗАХІДНЕ РУ""АТ""Б""ФІН ТА КРЕД""М.ЛЬВІВ";22403603;м.Львів вул. Банківська, 5;242-41-73
325956;"Льв. ФАБ ""ЕКСПРЕС-БАНК""";"ЛЬВІВ. ФІЛІЯ АБ ""ЕКСПРЕС-БАНК"",М.ЛЬВІВ";25243353;м.Львів просп. В.Чорновола, 67;52 80 96
325990;"ПАТ ""ОКСІ БАНК""";"ПАТ ""ОКСІ БАНК""";09306278;м.Львів вул. Газова, 17;242-58-60
326007;"Микол.ФПАТ ""Кредитпромбанк""";"ФІЛІЯПАТ""КРЕДИТПРОМБАНК"", М.МИКОЛАЇВ";33301064;м.Миколаїв вул. Велика Морська,63;58-68-01
326063;"Миколаїв.Ф.ВАТ""ВІЕЙБІБАНК""";"МИКОЛАЇВСЬКА Ф ВАТ""ВІЕЙБІБАНК""М.МИКОЛА";22441153;м.Миколаїв вул. Фрунзе, 46;670887
326182;"Миколаїв.ОДАТ""Райф.Б.Аваль""";"МОД АТ""РАЙФФАЙЗ.БАНКАВАЛЬ""М.МИКОЛАЇВ";24779442;м.Миколаїв вул. Артилерійська, 19-а;360053
326450;Упр. НБУ в Миколаїв. обл.;УПРАВЛІННЯ НБУ В МИКОЛАЇВСЬКІЙ ОБЛАСТІ;09326453;м.Миколаїв вул. Фалеєвська, 14;50-07-09
326461;ФМиколаївське обласнАТОщад;ФМИКОЛАЇВСЬКЕ ОБЛАС АТОЩАД М.МИКОЛАЇВ;09326464;м.Миколаїв Херсонське шосе, 50;551852
326580;"МиколаївськаФПАТ""Укрінбанк""";"МИКОЛАЇВСЬКА ФПАТ""УКРІНБАНК""М.МИКОЛАЇВ";23411102;м.Миколаїв просп. Леніна, 11-а;463838
326610;"МИКОЛ.РУ ПАТ КБ""ПРИВАТБАНК""";"МИКОЛАЇВСЬКЕ РУ""ПРИВАТБАНК"",М.МИКОЛАЇВ";14360570;м.Миколаїв вул.Мостобудівників,17/11,17/12, 49094,м.Дніпропет;58-70-71
326739;Ф-я Укрексімбанк, Миколаїв;"Ф-Я АТ ""УКРЕКСІМБАНК"", МИКОЛАЇВ";19362154;м.Миколаїв вул. Декабристів, 25-а;47-30-93
326751;"ФАБ""ПІВДЕННИЙ""в м.Миколаєві";"ФІЛІЯ АБ ""ПІВДЕННИЙ"" В М.МИКОЛАЄВІ";25992480;м.Миколаїв вул. Радянська, 40;474703
326773;"Ф ПрАТ ""УФГ"" у м.Миколаїв";"Філія ПрАТ ""УФГ"" у м.Миколаїв";24796972;м.Миколаїв пр. Червоних Майовщиків, 11;0
